id,name,industry,sector,subsector,revenue,revenue_numeric,employees,headquarters,country,region,founded,ceo,website,description,products,services,market_cap,stock_exchange,ticker,subsidiaries,locations,certifications,sustainability_score,innovation_index,digital_maturity,source,scraped_date
europe_003,Nuclear Power,Nuclear,Energy,Nuclear Technology,$2.8B,2.753463448275933,9549,"Bern, Switzerland",Switzerland,Europe,1972,Erik Andersson,www.nuclearpower.com,"Nuclear Power is a leading global provider of nuclear technology solutions, serving customers across multiple industries with innovative products and services.",Components; Industrial Equipment; Systems,Training; Professional Services; Consulting; Technical Support,$6.4B,SIX Swiss Exchange,NUPO,Nuclear Americas; Nuclear Asia; Nuclear Services; Nuclear Services; Nuclear Technologies,"Zurich, Switzerland; São Paulo, Brazil; Mumbai, India; Mendoza, Argentina; Belgium, Belgium; Poland, Poland",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.7627970546826222,0.273166903675524,0.8360544839167867,Industrial Company Database,2025-09-13T22:22:28.584117
europe_004,Renewable Group,Oil & Gas,Energy,Petrochemicals,$1.3B,1.3131066531256996,1460,"Poland, Poland",Poland,Europe,2014,Ana García,www.renewablegroup.com,"Founded as a pioneer in oil & gas, Renewable Group has evolved into a comprehensive petrochemicals company with operations worldwide.",Crude Oil; Refined Products; Petrochemicals; Natural Gas; Pipeline Systems; Lubricants,Refining Services; Drilling Services; Transportation; Exploration Services,$3.9B,,REGR,Renewable Solutions; Renewable Solutions; Renewable Services; Renewable International,"Poland, Poland; Marseille, France; Tijuana, Mexico; Montreal, Canada; Ecuador, Ecuador; Colombia, Colombia; Naples, Italy",ATEX Certified; ISO 14001:2015; ISO 9001:2015; ISO 29001,0.5567298020864653,0.3506073166872662,0.5668972503267264,Industrial Company Database,2025-09-13T22:22:28.584161
europe_005,Intelligent Software AI,Software,Technology,Industrial Software,$1.3B,1.2584664947094681,4584,"Austria, Austria",Austria,Europe,1931,Klaus Weber,www.intelligentsoftwareai.com,"As a major player in the software sector, Intelligent Software AI focuses on industrial software with a commitment to innovation and sustainability.",Manufacturing Execution Systems; Enterprise Software; Industrial IoT Platforms,Cloud Services; Implementation Services; Technical Support,$2.6B,,INSO,Intelligent Americas; Intelligent Services; Intelligent International; Intelligent Solutions,"Austria, Austria; Wuhan, China; Belgium, Belgium",SOC 2 Compliant; ISO 14001:2015; ISO/IEC 27001; CMMI Level 5; ISO 9001:2015; GDPR Compliant; ISO 45001:2018,0.7617730870815128,0.30730910631448616,0.3005458544293481,Industrial Company Database,2025-09-13T22:22:28.584192
europe_006,Global Technologies Corp.,Mining,Energy,Metal Mining,$1.7B,1.669864078460763,1846,"Belgium, Belgium",Belgium,Europe,1974,Ingrid Hansen,www.globaltechnologiescorp.com,"Global Technologies Corp. specializes in metal mining and related technologies, delivering cutting-edge solutions to industrial customers globally.",Components; Systems; Industrial Equipment,Technical Support; Training; Consulting; Professional Services,$3.2B,,GLTE,Global International; Global Technologies,"Belgium, Belgium; Indonesia, Indonesia; Vancouver, Canada",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.6143644084634892,0.6121944337847386,0.6487372076685073,Industrial Company Database,2025-09-13T22:22:28.584223
europe_007,Global Engineering,Logistics,Infrastructure,Distribution,$19.7B,19.748164390021802,45917,"Basel, Switzerland",Switzerland,Europe,1896,Erik Andersson,www.globalengineering.com,"As a major player in the logistics sector, Global Engineering focuses on distribution with a commitment to innovation and sustainability.",Systems; Components; Industrial Equipment,Professional Services; Technical Support,$73.2B,SIX Swiss Exchange,GLEN,Global Asia; Global Services; Global Technologies,"Lausanne, Switzerland; Sapporo, Japan; Valencia, Spain; Aarhus, Denmark; Oslo, Norway",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.15110609988670146,0.5927633320787427,0.8386810755471612,Industrial Company Database,2025-09-13T22:22:28.584257
europe_008,Project Construction Group Corp.,Construction,Infrastructure,Infrastructure Projects,$25.0B,25.013289861706276,79303,"Seville, Spain",Spain,Europe,1914,Erik Andersson,www.projectconstructiongroupcorp.com,"Project Construction Group Corp. is a leading global provider of infrastructure projects solutions, serving customers across multiple industries with innovative products and services.",Project Management Tools; Construction Equipment; Safety Systems; Prefab Structures,Construction Services; Consulting; Maintenance,$60.7B,BME Spanish Exchanges,PRCO,,"Madrid, Spain; Mecca, Saudi Arabia; Puebla, Mexico; Ecuador, Ecuador; Colombia, Colombia; Bergen, Norway; Qatar, Qatar; Egypt, Egypt; Hamburg, Germany; Belgium, Belgium; Vietnam, Vietnam; Utrecht, Netherlands; Nigeria, Nigeria",ISO 45001:2018; ISO 9001:2015; Building Code Compliance; Safety Certified; ISO 14001:2015,0.6433284676051375,0.8523607599125109,0.4585750037261062,Industrial Company Database,2025-09-13T22:22:28.584307
europe_009,Software Systems,Software,Technology,Manufacturing Execution,$1.5B,1.521324269265452,4681,"Geneva, Switzerland",Switzerland,Europe,1929,Francesca Romano,www.softwaresystems.com,"Software Systems is a leading global provider of manufacturing execution solutions, serving customers across multiple industries with innovative products and services.",Industrial IoT Platforms; ERP Solutions; Enterprise Software,Implementation Services; Consulting Services,$3.7B,SIX Swiss Exchange,SOSY,Software Services; Software Solutions,"Zurich, Switzerland; Abu Dhabi, UAE",ISO 9001:2015; ISO 45001:2018; ISO/IEC 27001; GDPR Compliant; ISO 14001:2015; SOC 2 Compliant; CMMI Level 5,0.5095051138645365,0.647976294661647,0.8507622620522635,Industrial Company Database,2025-09-13T22:22:28.584336
europe_010,Development Engineering,Telecommunications,Infrastructure,Fiber Optics,$6.8B,6.802736629866748,23360,"Zurich, Switzerland",Switzerland,Europe,1955,Ana García,www.developmentengineering.com,"Development Engineering specializes in fiber optics and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Technical Support; Training; Professional Services; Consulting,$10.8B,SIX Swiss Exchange,DEEN,Development International,"Lausanne, Switzerland; Sydney, Australia; Kyoto, Japan; Vietnam, Vietnam; Barcelona, Spain; Turkey, Turkey; Belgium, Belgium",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.38594044992418974,0.26363135183238234,0.6657416123961852,Industrial Company Database,2025-09-13T22:22:28.584372
europe_011,Transportation Projects,Transportation,Infrastructure,Aviation Infrastructure,$480.1B,480.06061059793115,1227275,"Milan, Italy",Italy,Europe,2016,Hans Müller,www.transportationprojects.com,"Transportation Projects operates as a diversified transportation company, with core expertise in aviation infrastructure and a strong global presence.",Components; Industrial Equipment; Systems,Training; Professional Services,$947.6B,Borsa Italiana,TRPR.MI,Transportation Technologies,"Florence, Italy; Malaysia, Malaysia; Thailand, Thailand; Guadalajara, Mexico; Incheon, South Korea; Tainan, Taiwan; Valencia, Spain; Belgium, Belgium; Ecuador, Ecuador; Nigeria, Nigeria; Bristol, United Kingdom; Philippines, Philippines; Qatar, Qatar; Nanjing, China; Peru, Peru; Egypt, Egypt",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.4128353561649182,0.7651647622829307,0.5656667613207398,Industrial Company Database,2025-09-13T22:22:28.584426
europe_012,Omega Industries,Automotive,Manufacturing,Vehicle Assembly,$18.9B,18.864506253170646,74275,"Manchester, United Kingdom",United Kingdom,Europe,2000,Klaus Weber,www.omegaindustries.com,"Omega Industries specializes in vehicle assembly and related technologies, delivering cutting-edge solutions to industrial customers globally.",Engine Systems; Brake Systems; Electronic Control Units; Body Parts; Interior Systems,Training Services; Parts Supply; Technical Support; Financing Solutions,$69.4B,London Stock Exchange,OMIN.L,Omega Technologies; Omega Europe; Omega Technologies; Omega International; Omega Americas,"Edinburgh, United Kingdom; Nigeria, Nigeria; Adelaide, Australia; Peru, Peru; Trondheim, Norway; Philippines, Philippines; Malmö, Sweden; Colombia, Colombia; Chile, Chile; Houston, United States; Abu Dhabi, UAE; Thailand, Thailand; Singapore, Singapore; Indonesia, Indonesia; Ecuador, Ecuador; Vietnam, Vietnam; Egypt, Egypt; Daegu, South Korea; Venice, Italy; Lausanne, Switzerland",ISO 9001:2015; FMVSS Compliance; AIAG Standards; VDA 6.3; ISO 14001:2015; ISO 45001:2018; IATF 16949:2016,0.9355937149998966,0.8703532121372337,0.3255028377021241,Industrial Company Database,2025-09-13T22:22:28.584490
europe_013,Global Digital,IoT,Technology,Connected Devices,$9.7B,9.70980669833522,25440,"Odense, Denmark",Denmark,Europe,1969,Giovanni Rossi,www.globaldigital.com,"As a major player in the iot sector, Global Digital focuses on connected devices with a commitment to innovation and sustainability.",Systems; Industrial Equipment; Components,Professional Services; Technical Support; Consulting,$17.4B,Nasdaq Copenhagen,GLDI,Global Solutions; Global International; Global Solutions,"Odense, Denmark; São Paulo, Brazil; Ahmedabad, India; Belgium, Belgium",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.5381532699015581,0.72878768165199,0.6470761461167557,Industrial Company Database,2025-09-13T22:22:28.584531
europe_014,Nuclear Solutions,Nuclear,Energy,Nuclear Power Generation,$0.4B,0.40883806244404663,848,"Rome, Italy",Italy,Europe,2015,Erik Andersson,www.nuclearsolutions.com,"Nuclear Solutions operates as a diversified nuclear company, with core expertise in nuclear power generation and a strong global presence.",Components; Systems; Industrial Equipment,Technical Support; Professional Services; Training,$1.0B,Borsa Italiana,NUSO.MI,Nuclear Services; Nuclear Americas; Nuclear Asia,"Florence, Italy; San Antonio, United States",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.6277777296325159,0.3568469543628361,0.41145794266423685,Industrial Company Database,2025-09-13T22:22:28.584560
europe_015,Elite Aerospace & Defense Industries,Aerospace & Defense,Manufacturing,Commercial Aircraft,$27.3B,27.340170591780808,55023,"Poland, Poland",Poland,Europe,1923,Marie Dubois,www.eliteaerospace&defenseindustries.com,"Elite Aerospace & Defense Industries is a leading global provider of commercial aircraft solutions, serving customers across multiple industries with innovative products and services.",Navigation Equipment; Aircraft Engines; Avionics Systems,Maintenance Services; Training Programs,$67.4B,,ELAE,Elite International; Elite Americas; Elite Services,"Poland, Poland; Indonesia, Indonesia; Egypt, Egypt; Colombia, Colombia; Bangalore, India; Venezuela, Venezuela; Turin, Italy; Qatar, Qatar; Daegu, South Korea; Cologne, Germany; Morocco, Morocco; Dammam, Saudi Arabia; Brisbane, Australia; Dubai, UAE; Nigeria, Nigeria; Philippines, Philippines",AS9100D; FAA Certification; EASA Approval; ISO 9001:2015,0.3269598083098837,0.558143065194357,0.8990041464110128,Industrial Company Database,2025-09-13T22:22:28.584626
europe_016,Delta Systems Corp.,Textiles,Manufacturing,Industrial Fabrics,$95.5B,95.52467522261927,215710,"Rome, Italy",Italy,Europe,1928,Klaus Weber,www.deltasystemscorp.com,"Delta Systems Corp. is a leading global provider of industrial fabrics solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Technical Support; Professional Services; Training; Consulting,$277.6B,Borsa Italiana,DESY.MI,Delta Solutions; Delta Services; Delta Services; Delta Solutions; Delta Solutions,"Florence, Italy; Guadalajara, Mexico; Kobe, Japan; Busan, South Korea; Vancouver, Canada; Colombia, Colombia; Egypt, Egypt; Austria, Austria; Eindhoven, Netherlands; Venezuela, Venezuela; Salvador, Brazil; Belgium, Belgium; Vietnam, Vietnam",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.923645602596709,0.45415584059924824,0.6833461047886613,Industrial Company Database,2025-09-13T22:22:28.584675
europe_017,Green Group,Oil & Gas,Energy,Distribution,$50.1B,50.11219813201558,51114,"Gothenburg, Sweden",Sweden,Europe,1935,Francesca Romano,www.greengroup.com,"Founded as a pioneer in oil & gas, Green Group has evolved into a comprehensive distribution company with operations worldwide.",Crude Oil; Natural Gas; Petrochemicals; Pipeline Systems,Drilling Services; Exploration Services; Technical Consulting; Refining Services,$120.5B,Nasdaq Stockholm,GRGR,Green Europe; Green International; Green Asia; Green Americas; Green Europe,"Stockholm, Sweden; Philippines, Philippines; Marseille, France; Ecuador, Ecuador; Pretoria, South Africa; Guadalajara, Mexico; Milan, Italy; Morocco, Morocco; Stavanger, Norway; Vietnam, Vietnam; Indonesia, Indonesia; Rotterdam, Netherlands; Boston, United States; Vancouver, Canada",ISO 45001:2018; ISO 14001:2015; NORSOK Standards; ISO 9001:2015; ISO 29001; API Standards,0.27511806712411524,0.8871824571949529,0.8665135606948644,Industrial Company Database,2025-09-13T22:22:28.584733
europe_018,Clean Solutions,Mining,Energy,Industrial Minerals,$8.4B,8.432177984024953,10380,"Austria, Austria",Austria,Europe,2003,Marie Dubois,www.cleansolutions.com,"Clean Solutions is a leading global provider of industrial minerals solutions, serving customers across multiple industries with innovative products and services.",Systems; Components; Industrial Equipment,Training; Professional Services,$21.0B,,CLSO,Clean Solutions; Clean International; Clean Technologies; Clean Technologies,"Austria, Austria; Daegu, South Korea; Seville, Spain; Beijing, China; Singapore, Singapore; Malaysia, Malaysia; Vietnam, Vietnam; Bologna, Italy; Vancouver, Canada; Jeddah, Saudi Arabia; Melbourne, Australia; Manchester, United Kingdom; Kaohsiung, Taiwan; Israel, Israel; Los Angeles, United States",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.8910863155301422,0.9120560115090619,0.7048614631373742,Industrial Company Database,2025-09-13T22:22:28.584784
europe_019,Smart AI/ML Labs,AI/ML,Technology,Artificial Intelligence,$13.4B,13.373796798250488,26486,"Uppsala, Sweden",Sweden,Europe,1950,Marie Dubois,www.smartai/mllabs.com,"Smart AI/ML Labs operates as a diversified ai/ml company, with core expertise in artificial intelligence and a strong global presence.",Systems; Industrial Equipment; Components,Technical Support; Consulting; Professional Services,$24.0B,Nasdaq Stockholm,SMAI,,"Uppsala, Sweden; Malaysia, Malaysia; San Jose, United States; Austria, Austria; Morocco, Morocco; Chile, Chile; Sydney, Australia; Johannesburg, South Africa; Turin, Italy; Abu Dhabi, UAE; Daegu, South Korea; Madrid, Spain; Mendoza, Argentina; Toronto, Canada",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.40767781532252234,0.7534002778921265,0.6882263117734035,Industrial Company Database,2025-09-13T22:22:28.584832
europe_020,Construct Projects,Transportation,Infrastructure,Railway Systems,$37.9B,37.908572193317774,91340,"Turin, Italy",Italy,Europe,1987,Klaus Weber,www.constructprojects.com,"Construct Projects specializes in railway systems and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Training; Consulting,$135.9B,Borsa Italiana,COPR.MI,Construct Americas; Construct International; Construct Services,"Naples, Italy; Abu Dhabi, UAE; Odense, Denmark; Sydney, Australia; Egypt, Egypt; Stockholm, Sweden; Turkey, Turkey; Bordeaux, France; Puebla, Mexico; Indonesia, Indonesia; Daegu, South Korea; Edmonton, Canada; Pretoria, South Africa; Philippines, Philippines; Morocco, Morocco; Thailand, Thailand; Qatar, Qatar; New York, United States; Berlin, Germany; Rosario, Argentina; Shanghai, China; Bangalore, India",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.22287119473698183,0.5227497370452432,0.321676889460818,Industrial Company Database,2025-09-13T22:22:28.584896
europe_021,Gamma Solutions Corp.,AI/ML,Technology,Computer Vision,$18.8B,18.849297023362848,43792,"Poland, Poland",Poland,Europe,2012,Giovanni Rossi,www.gammasolutionscorp.com,"Gamma Solutions Corp. specializes in computer vision and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Systems; Components,Consulting; Professional Services; Training; Technical Support,$66.6B,,GASO,Gamma Americas; Gamma Asia,"Poland, Poland; Munich, Germany; Odense, Denmark; Trondheim, Norway; Venezuela, Venezuela; Kyoto, Japan; Ecuador, Ecuador; Turkey, Turkey; Thailand, Thailand; Chile, Chile",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.6405068075236658,0.8978472753490425,0.6179177756914924,Industrial Company Database,2025-09-13T22:22:28.584940
europe_022,Transportation Projects GmbH,Transportation,Infrastructure,Aviation Infrastructure,$5.4B,5.41111064839305,18951,"Frankfurt, Germany",Germany,Europe,1981,Ingrid Hansen,www.transportationprojectsgmbh.com,"As a major player in the transportation sector, Transportation Projects GmbH focuses on aviation infrastructure with a commitment to innovation and sustainability.",Components; Systems; Industrial Equipment,Consulting; Professional Services,$9.5B,Frankfurt Stock Exchange,TRPR.DE,Transportation Solutions; Transportation Solutions; Transportation Europe; Transportation Asia; Transportation International,"Berlin, Germany; Aalborg, Denmark; Belgium, Belgium; Singapore, Singapore; Austria, Austria; Ecuador, Ecuador; Jeddah, Saudi Arabia; Israel, Israel",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.2844317940615601,0.31623106264785833,0.6824408177530362,Industrial Company Database,2025-09-13T22:22:28.584980
europe_023,Global Group,Electronics,Manufacturing,Industrial Electronics,$18.1B,18.05295379444176,38545,"Stockholm, Sweden",Sweden,Europe,2017,Marie Dubois,www.globalgroup.com,"Global Group is a leading global provider of industrial electronics solutions, serving customers across multiple industries with innovative products and services.",Sensors; Display Systems; Consumer Electronics; Industrial Electronics; Circuit Boards; Semiconductors,Custom Design; Technical Support,$47.6B,Nasdaq Stockholm,GLGR,Global International; Global Asia; Global Technologies,"Uppsala, Sweden; Vietnam, Vietnam; Austria, Austria; Mecca, Saudi Arabia; Qatar, Qatar; Eindhoven, Netherlands; Taichung, Taiwan; Tokyo, Japan; Mendoza, Argentina; Venezuela, Venezuela",ISO 9001:2015; IPC Standards; RoHS Compliant,0.4115483626963691,0.8547694587477479,0.30163168774569465,Industrial Company Database,2025-09-13T22:22:28.585022
europe_024,Smart IoT Technologies,IoT,Technology,Smart Sensors,$19.9B,19.919893972059963,60755,"Austria, Austria",Austria,Europe,1942,Erik Andersson,www.smartiottechnologies.com,"Smart IoT Technologies specializes in smart sensors and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Components; Systems,Professional Services; Consulting; Technical Support,$39.3B,,SMIT,Smart International; Smart Services,"Austria, Austria; Ulsan, South Korea; Singapore, Singapore; Adelaide, Australia; Fukuoka, Japan; Vietnam, Vietnam; Chile, Chile; Nigeria, Nigeria; Thailand, Thailand; Tainan, Taiwan; Paris, France; Mexico City, Mexico; Milan, Italy; Malaysia, Malaysia; Edmonton, Canada; Bern, Switzerland; Israel, Israel; Belgium, Belgium; Poland, Poland; Uppsala, Sweden; Kolkata, India; Indonesia, Indonesia; London, United Kingdom; Peru, Peru; Rio de Janeiro, Brazil",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.5503785196178659,0.6106818094016393,0.36568091780894163,Industrial Company Database,2025-09-13T22:22:28.585092
europe_025,Imperial Construction,Logistics,Infrastructure,Supply Chain Management,$17.6B,17.617488491819422,44845,"Bristol, United Kingdom",United Kingdom,Europe,1918,Giovanni Rossi,www.imperialconstruction.com,"Imperial Construction is a leading global provider of supply chain management solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Technical Support; Professional Services; Training; Consulting,$60.5B,London Stock Exchange,IMCO.L,Imperial Americas; Imperial Technologies; Imperial Services,"Glasgow, United Kingdom; Morocco, Morocco; Eindhoven, Netherlands",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.9449709523728839,0.7315553494859666,0.873300033343057,Industrial Company Database,2025-09-13T22:22:28.585121
europe_026,Renewable Systems,Nuclear,Energy,Waste Management,$0.6B,0.6014278557462689,1668,"Utrecht, Netherlands",Netherlands,Europe,1967,Marie Dubois,www.renewablesystems.com,"As a major player in the nuclear sector, Renewable Systems focuses on waste management with a commitment to innovation and sustainability.",Systems; Components; Industrial Equipment,Training; Professional Services,$2.4B,Euronext Amsterdam,RESY,Renewable Technologies,"The Hague, Netherlands; Nanjing, China; Egypt, Egypt",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.22290062943796282,0.41462787928660017,0.6008629271765191,Industrial Company Database,2025-09-13T22:22:28.585149
europe_027,Digital Technologies,Hardware,Technology,Industrial Computers,$58.0B,57.977994842874104,152436,"Toulouse, France",France,Europe,1953,Giovanni Rossi,www.digitaltechnologies.com,"Digital Technologies specializes in industrial computers and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Consulting; Professional Services; Training,$178.5B,Euronext Paris,DITE.PA,Digital Europe; Digital Americas,"Nice, France; Seoul, South Korea; Turkey, Turkey; Colombia, Colombia; Fortaleza, Brazil; Wuhan, China; Stockholm, Sweden; Dallas, United States; Thailand, Thailand; Austria, Austria; Morocco, Morocco; Indonesia, Indonesia; Jeddah, Saudi Arabia; Egypt, Egypt; Tainan, Taiwan; Venezuela, Venezuela; Edinburgh, United Kingdom; Adelaide, Australia; Philippines, Philippines; Peru, Peru; Singapore, Singapore",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.9333439467570415,0.563511107433195,0.39125021347075867,Industrial Company Database,2025-09-13T22:22:28.585210
europe_028,Innovation Solutions,Software,Technology,Industrial Software,$0.2B,0.17908233768565937,644,"Poland, Poland",Poland,Europe,1926,Ingrid Hansen,www.innovationsolutions.com,"Founded as a pioneer in software, Innovation Solutions has evolved into a comprehensive industrial software company with operations worldwide.",Enterprise Software; Industrial IoT Platforms; Manufacturing Execution Systems; ERP Solutions,Training Programs; Implementation Services,$0.5B,,INSO,Innovation Technologies; Innovation Europe; Innovation Services,"Poland, Poland; Israel, Israel; Bologna, Italy",ISO 14001:2015; CMMI Level 5; ISO 45001:2018; GDPR Compliant; SOC 2 Compliant; ISO 9001:2015,0.27922544473533906,0.6115243443228733,0.6631932033920598,Industrial Company Database,2025-09-13T22:22:28.585239
europe_029,Eco Mining Power,Mining,Energy,Metal Mining,$7.6B,7.647144072437962,8620,"Poland, Poland",Poland,Europe,1950,Giovanni Rossi,www.ecominingpower.com,"Eco Mining Power specializes in metal mining and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Professional Services; Technical Support; Consulting,$14.1B,,EMIP,,"Poland, Poland; Vietnam, Vietnam; Trondheim, Norway; Thailand, Thailand; Singapore, Singapore; Malaysia, Malaysia; Fukuoka, Japan; Incheon, South Korea",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.36097586786647085,0.833576916242659,0.9041935602031554,Industrial Company Database,2025-09-13T22:22:28.585276
europe_030,Global Manufacturing,Textiles,Manufacturing,Industrial Fabrics,$0.2B,0.22084963077814004,450,"Copenhagen, Denmark",Denmark,Europe,2006,Hans Müller,www.globalmanufacturing.com,"Founded as a pioneer in textiles, Global Manufacturing has evolved into a comprehensive industrial fabrics company with operations worldwide.",Systems; Components; Industrial Equipment,Technical Support; Consulting,$0.8B,Nasdaq Copenhagen,GLMA,Global Asia; Global Services,"Copenhagen, Denmark; Tijuana, Mexico",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.15796193441576759,0.6697836270102497,0.3795261487214364,Industrial Company Database,2025-09-13T22:22:28.585303
europe_031,Gamma Manufacturing,Textiles,Manufacturing,Technical Textiles,$8.5B,8.536715977812651,18908,"Seville, Spain",Spain,Europe,1915,Giovanni Rossi,www.gammamanufacturing.com,"As a major player in the textiles sector, Gamma Manufacturing focuses on technical textiles with a commitment to innovation and sustainability.",Components; Systems; Industrial Equipment,Professional Services; Training; Technical Support; Consulting,$30.6B,BME Spanish Exchanges,GAMA,Gamma Americas; Gamma Solutions; Gamma Solutions; Gamma Technologies,"Bilbao, Spain; Israel, Israel; Peru, Peru; Busan, South Korea; Guadalajara, Mexico; Egypt, Egypt; Aalborg, Denmark; Lausanne, Switzerland",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.5503410126414714,0.8495603433764836,0.5530626027753555,Industrial Company Database,2025-09-13T22:22:28.585344
europe_032,Digital Hardware AI Corp.,Hardware,Technology,Server Systems,$88.4B,88.4190614162202,217808,"Amsterdam, Netherlands",Netherlands,Europe,2004,Erik Andersson,www.digitalhardwareaicorp.com,"Digital Hardware AI Corp. operates as a diversified hardware company, with core expertise in server systems and a strong global presence.",Systems; Components; Industrial Equipment,Training; Professional Services; Consulting; Technical Support,$342.8B,Euronext Amsterdam,DIHA,,"The Hague, Netherlands; Vietnam, Vietnam; Kobe, Japan; Aarhus, Denmark; Ulsan, South Korea; Qatar, Qatar; Venezuela, Venezuela; Colombia, Colombia; Sydney, Australia; Trondheim, Norway; Zurich, Switzerland; Pretoria, South Africa; Marseille, France; Essen, Germany; Sharjah, UAE; Belgium, Belgium; Singapore, Singapore; Phoenix, United States; Peru, Peru",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.8807431733967436,0.8476955384011837,0.8833943688804748,Industrial Company Database,2025-09-13T22:22:28.585407
europe_033,Cyber Robotics Systems,Robotics,Technology,Industrial Robots,$29.1B,29.054261729800245,67384,"Austria, Austria",Austria,Europe,2019,Ingrid Hansen,www.cyberroboticssystems.com,"Founded as a pioneer in robotics, Cyber Robotics Systems has evolved into a comprehensive industrial robots company with operations worldwide.",Industrial Robots; Robot Controllers; Vision Systems; Safety Systems; Automation Systems,Training Programs; Programming Services; Maintenance Support; Consulting; System Integration,$108.2B,,CYRO,Cyber Services; Cyber Europe,"Austria, Austria; Thailand, Thailand; Córdoba, Argentina; Venezuela, Venezuela; Mecca, Saudi Arabia; Toronto, Canada; Peru, Peru; Fortaleza, Brazil; Brisbane, Australia; The Hague, Netherlands; Egypt, Egypt; Monterrey, Mexico; Ecuador, Ecuador; Gothenburg, Sweden; Belgium, Belgium",ISO 10218; ISO 9001:2015; ISO 45001:2018; ANSI/RIA R15.06; CE Marking,0.6167268206846348,0.7376765464589188,0.31639305776017534,Industrial Company Database,2025-09-13T22:22:28.585461
europe_034,Clean Resources Corp.,Oil & Gas,Energy,Petrochemicals,$1.0B,0.9579676789168198,1148,"Austria, Austria",Austria,Europe,2011,Hans Müller,www.cleanresourcescorp.com,"Clean Resources Corp. operates as a diversified oil & gas company, with core expertise in petrochemicals and a strong global presence.",Refined Products; Natural Gas; Pipeline Systems; Crude Oil,Technical Consulting; Refining Services,$2.5B,,CLRE,Clean Solutions; Clean Technologies; Clean Technologies; Clean International,"Austria, Austria; Belgium, Belgium",API Standards; ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.46314813977033686,0.9055727050980242,0.7600969322719653,Industrial Company Database,2025-09-13T22:22:28.585491
europe_035,Logistics Engineering,Logistics,Infrastructure,Third-Party Logistics,$4.5B,4.542566867970437,10810,"Aalborg, Denmark",Denmark,Europe,2016,Ingrid Hansen,www.logisticsengineering.com,"Logistics Engineering specializes in third-party logistics and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Industrial Equipment; Components,Training; Technical Support; Consulting,$13.0B,Nasdaq Copenhagen,LOEN,Logistics Europe; Logistics Europe; Logistics Solutions,"Aalborg, Denmark; Ecuador, Ecuador; Peru, Peru; Rotterdam, Netherlands; Singapore, Singapore; New York, United States; Pune, India; Valencia, Spain; Taipei, Taiwan; Philippines, Philippines; Indonesia, Indonesia; Israel, Israel; Glasgow, United Kingdom; Thailand, Thailand; Cape Town, South Africa",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.34158845928495074,0.5186725970070929,0.6883417093219306,Industrial Company Database,2025-09-13T22:22:28.585544
europe_036,Alpha Solutions,Plastics,Manufacturing,Polymer Production,$3.5B,3.5037114506358864,7257,"Toulouse, France",France,Europe,1961,Ingrid Hansen,www.alphasolutions.com,"Founded as a pioneer in plastics, Alpha Solutions has evolved into a comprehensive polymer production company with operations worldwide.",Industrial Equipment; Systems; Components,Professional Services; Technical Support,$6.6B,Euronext Paris,ALSO.PA,Alpha Americas,"Paris, France; Peru, Peru; Israel, Israel; Calgary, Canada; San Antonio, United States; Singapore, Singapore",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.29818024363465956,0.872046707793795,0.6647475561901726,Industrial Company Database,2025-09-13T22:22:28.585580
